App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
Communication App 505,COMMUNICATION,4.135447891826972,229,50.9M,"5,000+",Free,0,Everyone,"October 16, 2023"
Tools App 814,TOOLS,3.931540979370642,1324,23.7M,"50,000+",Free,0,Everyone,"July 23, 2024"
Finance App 168,FINANCE,3.764033737781463,22,38.0M,"50,000+",Free,0,Everyone,"July 20, 2024"
Shopping App 722,SHOPPING,4.3404221814649295,1435,39.0M,"50,000,000+",Paid,$13.07,Everyone,"December 11, 2023"
Productivity App 242,PRODUCTIVITY,4.11609592851853,30,51.9M,"5,000,000+",Free,0,Teen,"January 15, 2023"
Photography App 634,PHOTOGRAPHY,4.000074678559204,292,7.8M,"1,000+",Free,0,Everyone,"June 28, 2024"
Communication App 740,COMMUNICATION,4.16705003797853,6,41.4M,"500,000+",Free,0,Everyone,"June 27, 2024"
Social App 155,SOCIAL,4.430428054905736,95,27.7M,"5,000,000+",Free,0,Everyone 10+,"August 22, 2023"
Game App 872,GAME,4.898692556796866,1098,55.8M,"50,000+",Free,0,Teen,"November 15, 2023"
Game App 25,GAME,4.268269988456839,13,51.1M,"1,000,000+",Free,0,Teen,"December 19, 2023"
Photography App 295,PHOTOGRAPHY,4.8328101607073926,204,61.6M,"500,000+",Free,0,Everyone,"March 06, 2024"
Social App 853,SOCIAL,4.435188820288368,230,28.0M,"5,000+",Free,0,Everyone,"June 09, 2023"
Finance App 444,FINANCE,3.219558306272729,830,45.8M,"100,000,000+",Free,0,Teen,"September 13, 2023"
Social App 657,SOCIAL,4.450283457287161,220,1.0M,"10,000+",Free,0,Everyone,"November 30, 2024"
Communication App 894,COMMUNICATION,3.626849303419155,8,47.5M,"100,000+",Free,0,Everyone,"May 22, 2023"
Tools App 151,TOOLS,3.858222965436692,209,39.1M,"1,000,000+",Free,0,Everyone,"July 17, 2024"
Social App 42,SOCIAL,3.521580811630893,45,25.5M,"5,000,000+",Free,0,Everyone,"January 14, 2023"
Shopping App 347,SHOPPING,4.242201557636099,10,40.8M,"50,000+",Free,0,Everyone,"June 16, 2023"
Social App 95,SOCIAL,3.899109789766227,359,25.5M,"1,000+",Free,0,Everyone,"November 03, 2023"
Social App 729,SOCIAL,4.140739162589595,203,43.6M,"1,000+",Free,0,Everyone,"March 14, 2024"
Health And Fitness App 218,HEALTH_AND_FITNESS,4.647028043713946,254,65.8M,"1,000+",Paid,$14.54,Mature 17+,"December 06, 2023"
Finance App 707,FINANCE,3.9997882199407697,11295,21.8M,"10,000,000+",Free,0,Everyone,"February 24, 2023"
Education App 382,EDUCATION,4.167900585585722,179,61.7M,"10,000,000+",Free,0,Teen,"August 22, 2023"
Finance App 24,FINANCE,3.736312717594428,185,18.7M,"500,000+",Free,0,Everyone,"January 20, 2023"
Education App 269,EDUCATION,4.939662479910482,2031,30.0M,"5,000+",Free,0,Mature 17+,"February 25, 2024"
Productivity App 389,PRODUCTIVITY,3.9916551601365096,8023,10.8M,"5,000,000+",Free,0,Everyone 10+,"December 18, 2023"
Shopping App 525,SHOPPING,3.3976604531990047,162,30.4M,"5,000,000+",Free,0,Mature 17+,"July 12, 2023"
Education App 353,EDUCATION,3.9103947172650795,326,83.3M,"10,000,000+",Free,0,Everyone,"June 06, 2023"
Tools App 417,TOOLS,3.3813055441560915,152,4.0M,"1,000+",Free,0,Teen,"July 19, 2024"
Game App 293,GAME,3.39305081129544,20,55.7M,"10,000,000+",Free,0,Everyone,"September 27, 2024"
Photography App 201,PHOTOGRAPHY,3.9912070551526724,118,27.9M,"1,000,000+",Free,0,Everyone,"March 31, 2024"
Music And Audio App 174,MUSIC_AND_AUDIO,4.731765453193692,410,4.7M,"50,000+",Free,0,Teen,"November 06, 2024"
Photography App 101,PHOTOGRAPHY,3.759293638200321,292,81.8M,"50,000,000+",Free,0,Everyone,"May 07, 2023"
Health And Fitness App 26,HEALTH_AND_FITNESS,4.506838597151814,28,7.3M,"100,000+",Free,0,Teen,"November 03, 2024"
Social App 92,SOCIAL,3.9667237914634685,118,34.2M,"100,000+",Free,0,Everyone,"February 19, 2024"
Productivity App 697,PRODUCTIVITY,4.532828424440132,108,24.8M,"100,000,000+",Paid,$17.06,Everyone,"August 01, 2024"
Finance App 861,FINANCE,3.288676386460216,20788,36.1M,"50,000+",Paid,$8.59,Mature 17+,"November 11, 2023"
Business App 217,BUSINESS,4.0957316100273164,64,63.6M,"10,000+",Free,0,Everyone,"May 29, 2024"
Game App 277,GAME,4.356881705256931,2276,13.6M,"5,000,000+",Paid,$13.97,Everyone,"March 12, 2024"
Tools App 490,TOOLS,3.600965302595862,830,20.9M,"1,000,000+",Free,0,Mature 17+,"February 15, 2023"
Tools App 693,TOOLS,3.7964978778979774,589,Varies with device,"500,000+",Free,0,Everyone,"November 16, 2023"
Music And Audio App 355,MUSIC_AND_AUDIO,3.908125964974219,2892,35.1M,"500,000+",Paid,$12.95,Mature 17+,"July 27, 2024"
Tools App 645,TOOLS,4.026315119916891,6162,14.7M,"10,000+",Free,0,Everyone,"August 17, 2024"
Communication App 243,COMMUNICATION,4.888057241333255,30,46.1M,"1,000+",Free,0,Everyone,"July 15, 2024"
Music And Audio App 410,MUSIC_AND_AUDIO,3.382847177625655,707,44.1M,"50,000+",Paid,$5.1,Teen,"February 02, 2023"
Photography App 74,PHOTOGRAPHY,2.769175573939275,1771,Varies with device,"5,000+",Free,0,Everyone,"January 16, 2024"
Shopping App 887,SHOPPING,4.135431854331054,24,57.3M,"500,000+",Free,0,Everyone,"May 18, 2024"
Finance App 119,FINANCE,4.7623265412879805,3137,50.0M,"50,000+",Free,0,Mature 17+,"February 02, 2024"
Health And Fitness App 115,HEALTH_AND_FITNESS,4.149517689024298,1270,45.0M,"100,000,000+",Free,0,Teen,"March 22, 2024"
Tools App 521,TOOLS,3.5995405799918476,1031,106.0M,"50,000+",Free,0,Everyone,"August 03, 2023"
Game App 6,GAME,4.178468845003513,61,46.2M,"50,000,000+",Free,0,Mature 17+,"July 28, 2024"
Education App 476,EDUCATION,4.276036474941113,511,39.4M,"50,000+",Free,0,Teen,"June 20, 2023"
Tools App 794,TOOLS,4.305794018984196,3604,38.2M,"5,000,000+",Free,0,Mature 17+,"October 11, 2024"
Education App 889,EDUCATION,4.973226787052439,79,20.3M,"100,000+",Free,0,Everyone,"October 28, 2024"
Health And Fitness App 70,HEALTH_AND_FITNESS,4.2992170020613765,4572,54.9M,"1,000,000+",Free,0,Teen,"July 19, 2024"
Health And Fitness App 15,HEALTH_AND_FITNESS,3.923915550177271,27,1.0M,"500,000+",Free,0,Everyone,"December 27, 2023"
Game App 596,GAME,3.859057022973155,697,31.2M,"1,000,000+",Free,0,Everyone,"January 08, 2024"
Health And Fitness App 572,HEALTH_AND_FITNESS,4.133864365693935,15004,7.0M,"5,000+",Free,0,Everyone,"September 07, 2023"
Communication App 370,COMMUNICATION,3.8793613199179195,8,53.7M,"5,000,000+",Free,0,Everyone 10+,"August 24, 2023"
Social App 79,SOCIAL,,1109,Varies with device,"1,000+",Free,0,Teen,"October 13, 2023"
Finance App 480,FINANCE,3.6451512220756728,199,21.7M,"500,000+",Free,0,Mature 17+,"June 02, 2024"
Education App 670,EDUCATION,3.8666248470899336,2888,34.1M,"5,000,000+",Paid,$26.15,Teen,"May 07, 2024"
Education App 55,EDUCATION,3.6971007170558483,1677,49.5M,"100,000+",Free,0,Everyone,"December 14, 2023"
Education App 468,EDUCATION,3.3459421041624395,109,Varies with device,"5,000,000+",Free,0,Everyone,"March 29, 2024"
Photography App 267,PHOTOGRAPHY,4.307306841874675,13,62.8M,"10,000+",Free,0,Everyone,"September 04, 2024"
Game App 725,GAME,4.63119430852392,97,32.5M,"10,000+",Free,0,Everyone,"May 18, 2024"
Shopping App 515,SHOPPING,3.5782842408100732,2146,34.7M,"5,000,000+",Free,0,Everyone,"January 22, 2023"
Tools App 538,TOOLS,4.527820278135922,53,51.0M,"1,000,000+",Free,0,Everyone,"December 09, 2023"
Health And Fitness App 804,HEALTH_AND_FITNESS,4.65870114425703,168,35.6M,"100,000+",Free,0,Everyone,"December 17, 2023"
Social App 504,SOCIAL,3.877868013263778,3074,30.9M,"10,000+",Free,0,Everyone,"August 09, 2023"
Tools App 870,TOOLS,3.6191799120964214,67,Varies with device,"1,000+",Free,0,Mature 17+,"July 30, 2024"
Health And Fitness App 167,HEALTH_AND_FITNESS,4.198907494203182,958,29.0M,"5,000+",Free,0,Everyone,"April 29, 2023"
Music And Audio App 639,MUSIC_AND_AUDIO,3.8576466747310962,5,45.0M,"10,000+",Free,0,Teen,"March 27, 2023"
Game App 332,GAME,4.15833392372089,43,32.2M,"1,000,000+",Free,0,Everyone,"July 07, 2023"
Shopping App 666,SHOPPING,3.938057646421356,82,Varies with device,"5,000,000+",Free,0,Teen,"April 08, 2023"
Education App 248,EDUCATION,3.366976655592445,11289,4.0M,"10,000+",Free,0,Everyone,"April 26, 2024"
Game App 374,GAME,3.413282274004916,199,64.3M,"500,000+",Free,0,Mature 17+,"January 29, 2024"
Photography App 104,PHOTOGRAPHY,4.1283702461060034,135,114.7M,"5,000,000+",Free,0,Everyone 10+,"July 06, 2024"
Productivity App 473,PRODUCTIVITY,4.0540049593084735,24,90.3M,"10,000+",Free,0,Everyone,"February 16, 2023"
Communication App 500,COMMUNICATION,3.621549952524096,17023,Varies with device,"1,000+",Free,0,Mature 17+,"April 01, 2023"
Productivity App 590,PRODUCTIVITY,4.184738313085268,384,1.0M,"100,000+",Free,0,Everyone,"May 04, 2024"
Social App 781,SOCIAL,4.454330544827945,59592,56.5M,"10,000+",Free,0,Mature 17+,"August 31, 2024"
Finance App 743,FINANCE,3.0422640789074196,128,96.3M,"1,000+",Free,0,Mature 17+,"November 22, 2024"
Shopping App 308,SHOPPING,4.312980409440997,1526,40.0M,"10,000,000+",Free,0,Everyone,"November 09, 2024"
Game App 502,GAME,3.623570490870512,1608,1.0M,"100,000+",Free,0,Everyone,"December 15, 2023"
Communication App 235,COMMUNICATION,4.09990593408795,41,48.2M,"500,000+",Free,0,Everyone,"July 16, 2023"
Game App 664,GAME,4.702658772785455,640,78.3M,"1,000+",Free,0,Teen,"April 29, 2023"
Tools App 431,TOOLS,4.103505046477142,56,45.7M,"50,000+",Paid,$20.15,Teen,"August 11, 2024"
Social App 583,SOCIAL,3.2871978163964974,33,57.7M,"5,000,000+",Free,0,Teen,"July 19, 2024"
Tools App 192,TOOLS,3.8292612374452815,1835,58.5M,"500,000+",Free,0,Teen,"March 30, 2023"
Music And Audio App 152,MUSIC_AND_AUDIO,3.93714608494349,42,25.9M,"1,000,000+",Free,0,Everyone,"April 10, 2024"
Shopping App 436,SHOPPING,4.4857593099668085,6794,16.2M,"10,000+",Free,0,Everyone,"October 12, 2024"
Health And Fitness App 257,HEALTH_AND_FITNESS,3.891929827719609,1432,20.6M,"1,000+",Free,0,Everyone,"May 19, 2023"
Shopping App 883,SHOPPING,2.6099885430277747,2222,60.5M,"1,000+",Free,0,Teen,"May 13, 2023"
Health And Fitness App 616,HEALTH_AND_FITNESS,4.191568693020594,59,48.4M,"5,000,000+",Free,0,Everyone,"February 22, 2024"
Shopping App 717,SHOPPING,4.1403583162590225,924,43.9M,"100,000,000+",Free,0,Teen,"April 24, 2024"
Game App 542,GAME,3.516836872097765,1481,35.9M,"50,000+",Free,0,Everyone,"October 03, 2024"
Health And Fitness App 570,HEALTH_AND_FITNESS,4.271198367813347,809,35.1M,"50,000+",Free,0,Everyone,"August 29, 2024"
Social App 384,SOCIAL,4.711043510550257,64,12.7M,"1,000,000+",Free,0,Teen,"March 15, 2023"
Tools App 146,TOOLS,4.424631618845358,905,5.1M,"1,000,000+",Free,0,Everyone,"August 07, 2024"
Game App 817,GAME,4.211931766112446,2326,17.5M,"1,000+",Free,0,Everyone,"September 20, 2024"
Business App 816,BUSINESS,4.476796682939489,0,Varies with device,"10,000,000+",Free,0,Teen,"September 20, 2024"
Social App 534,SOCIAL,4.232118938322843,2191,14.9M,"1,000,000+",Free,0,Everyone,"February 29, 2024"
Finance App 216,FINANCE,4.105151237285424,471,1.0M,"5,000+",Paid,$21.69,Everyone 10+,"May 22, 2023"
Education App 702,EDUCATION,4.044595705209146,7812,6.0M,"100,000+",Free,0,Teen,"December 31, 2023"
Communication App 829,COMMUNICATION,4.099525047443353,114,43.1M,"10,000+",Free,0,Teen,"March 19, 2024"
Shopping App 615,SHOPPING,3.403942457822556,920,49.2M,"500,000+",Free,0,Teen,"July 19, 2024"
Photography App 197,PHOTOGRAPHY,4.454176387552773,63,1.9M,"50,000+",Paid,$14.02,Everyone,"March 03, 2024"
Finance App 778,FINANCE,3.906859713102837,1837,40.5M,"100,000+",Free,0,Everyone,"January 21, 2024"
Game App 496,GAME,4.470369457116718,244,1.0M,"500,000+",Free,0,Mature 17+,"February 08, 2023"
Tools App 18,TOOLS,3.8759360441369823,75,46.5M,"50,000+",Free,0,Everyone 10+,"June 05, 2024"
Health And Fitness App 805,HEALTH_AND_FITNESS,3.97668678925014,9672,5.8M,"1,000+",Free,0,Everyone,"November 10, 2023"
Finance App 28,FINANCE,4.407735511779489,5957,31.5M,"10,000+",Free,0,Everyone 10+,"February 17, 2024"
Photography App 278,PHOTOGRAPHY,3.2416929228108664,192,9.2M,"1,000,000+",Free,0,Teen,"November 26, 2024"
Tools App 396,TOOLS,3.5134099771081604,3743,43.3M,"5,000,000+",Free,0,Everyone,"July 31, 2023"
Game App 229,GAME,3.296983389750253,55,41.9M,"50,000+",Free,0,Everyone,"July 16, 2024"
Shopping App 321,SHOPPING,4.043281004001983,819,47.4M,"5,000+",Paid,$4.27,Everyone,"July 15, 2024"
Game App 148,GAME,4.8323691934852615,548,31.0M,"50,000+",Free,0,Everyone,"February 18, 2024"
Music And Audio App 873,MUSIC_AND_AUDIO,3.2100517851205916,1650,53.9M,"100,000,000+",Free,0,Everyone,"August 14, 2024"
Health And Fitness App 495,HEALTH_AND_FITNESS,3.8225151415428673,32,1.0M,"5,000,000+",Free,0,Everyone,"February 25, 2023"
Education App 450,EDUCATION,4.195039492653421,433,1.0M,"1,000,000+",Free,0,Mature 17+,"November 04, 2024"
Health And Fitness App 661,HEALTH_AND_FITNESS,4.546181561667136,18,39.2M,"10,000+",Free,0,Everyone,"June 16, 2024"
Game App 107,GAME,3.9839556678295605,490,11.1M,"10,000,000+",Free,0,Everyone,"June 08, 2023"
Shopping App 351,SHOPPING,4.124215502930695,127,35.4M,"100,000+",Free,0,Everyone 10+,"October 12, 2023"
Education App 524,EDUCATION,4.03726923101552,4212,Varies with device,"100,000+",Free,0,Teen,"October 18, 2023"
Education App 390,EDUCATION,4.143524562925023,75206,21.2M,"5,000,000+",Free,0,Everyone,"July 02, 2024"
Productivity App 449,PRODUCTIVITY,4.190914122931354,401,86.8M,"500,000+",Free,0,Teen,"February 05, 2023"
Shopping App 94,SHOPPING,4.10071313069369,115,41.5M,"5,000+",Free,0,Teen,"September 19, 2024"
Education App 260,EDUCATION,3.5100242207786505,89,62.4M,"50,000,000+",Free,0,Everyone,"July 22, 2023"
Tools App 555,TOOLS,3.7320642624457974,812,67.4M,"1,000,000+",Free,0,Everyone 10+,"June 22, 2023"
Tools App 818,TOOLS,3.8921399497601326,40,52.6M,"1,000,000+",Free,0,Everyone,"September 14, 2023"
Communication App 171,COMMUNICATION,3.4602554995822072,3283,14.1M,"1,000+",Free,0,Everyone,"July 06, 2023"
Social App 255,SOCIAL,4.837265440037353,1408,1.9M,"100,000+",Paid,$23.52,Everyone,"November 23, 2024"
Productivity App 603,PRODUCTIVITY,3.8603828152845625,231,75.8M,"50,000+",Free,0,Everyone,"September 16, 2023"
Game App 253,GAME,3.600211765344281,21866,Varies with device,"10,000+",Free,0,Everyone,"October 08, 2023"
Game App 307,GAME,3.764742834774279,1847,46.0M,"10,000+",Free,0,Everyone,"June 04, 2023"
Shopping App 548,SHOPPING,5.0,13,48.5M,"500,000+",Paid,$17.52,Mature 17+,"January 31, 2023"
Photography App 734,PHOTOGRAPHY,2.962440456147686,6,30.3M,"1,000,000+",Free,0,Everyone 10+,"November 02, 2023"
Game App 893,GAME,3.6056265124162303,364,66.8M,"50,000+",Free,0,Everyone,"July 27, 2024"
Game App 429,GAME,4.44457087632467,2565,1.0M,"100,000+",Free,0,Teen,"June 12, 2023"
Music And Audio App 187,MUSIC_AND_AUDIO,4.021410999383382,21,31.0M,"1,000+",Free,0,Teen,"December 01, 2023"
Photography App 270,PHOTOGRAPHY,4.643063851960595,70,26.7M,"500,000+",Free,0,Everyone,"February 03, 2024"
Game App 163,GAME,3.221526177049848,81,48.0M,"10,000,000+",Free,0,Everyone,"May 09, 2024"
Health And Fitness App 414,HEALTH_AND_FITNESS,4.739457273903663,3490,41.8M,"5,000+",Free,0,Everyone,"April 21, 2024"
Game App 714,GAME,3.9003647308137688,3,31.9M,"50,000,000+",Free,0,Everyone,"October 10, 2024"
Health And Fitness App 727,HEALTH_AND_FITNESS,3.5844150161253006,17561,8.5M,"10,000,000+",Free,0,Teen,"January 17, 2024"
Social App 99,SOCIAL,4.1527085799368075,1742,41.4M,"1,000,000+",Free,0,Everyone,"February 13, 2023"
Education App 7,EDUCATION,4.663171939739735,93,1.0M,"100,000+",Free,0,Everyone,"July 19, 2024"
Game App 739,GAME,4.153228076058024,287,45.4M,"500,000+",Free,0,Everyone,"January 02, 2023"
Health And Fitness App 803,HEALTH_AND_FITNESS,4.482487988669701,1443,83.9M,"100,000+",Free,0,Teen,"August 06, 2024"
Health And Fitness App 612,HEALTH_AND_FITNESS,3.4181170160769816,788,49.7M,"100,000+",Paid,$1.49,Teen,"December 28, 2023"
Communication App 230,COMMUNICATION,3.919965088329723,107,29.2M,"10,000,000+",Free,0,Teen,"November 24, 2024"
Tools App 265,TOOLS,3.7278935101067674,7711,Varies with device,"100,000,000+",Free,0,Everyone 10+,"March 22, 2023"
Shopping App 369,SHOPPING,4.574499337252134,41,65.3M,"10,000,000+",Free,0,Everyone,"May 09, 2024"
Education App 644,EDUCATION,3.8469433511523743,435,47.2M,"1,000,000+",Free,0,Mature 17+,"July 19, 2023"
Finance App 795,FINANCE,4.3082996804669955,146,55.4M,"50,000+",Free,0,Everyone 10+,"September 02, 2024"
Communication App 780,COMMUNICATION,3.840882818191128,1295,6.5M,"1,000,000+",Free,0,Everyone,"January 14, 2023"
Business App 825,BUSINESS,4.395095056493848,1126,67.0M,"5,000+",Free,0,Teen,"February 03, 2023"
Game App 404,GAME,3.807477493901059,200,56.9M,"50,000+",Free,0,Everyone,"May 17, 2023"
Shopping App 674,SHOPPING,3.458508073599725,1421,Varies with device,"50,000+",Free,0,Everyone 10+,"April 04, 2023"
Productivity App 611,PRODUCTIVITY,4.124864449635269,3152,53.6M,"10,000+",Free,0,Everyone,"May 22, 2023"
Social App 190,SOCIAL,4.665151121261138,898,56.0M,"10,000+",Free,0,Teen,"September 30, 2024"
Game App 333,GAME,3.284245946679432,138,Varies with device,"1,000,000+",Paid,$10.19,Teen,"September 11, 2024"
Education App 304,EDUCATION,4.9499757990390965,369,1.0M,"5,000,000+",Free,0,Everyone,"February 05, 2023"
Music And Audio App 261,MUSIC_AND_AUDIO,4.4664282955149215,26,39.7M,"1,000+",Free,0,Everyone,"July 08, 2023"
Shopping App 145,SHOPPING,3.383964128508755,627,3.3M,"500,000+",Free,0,Everyone,"December 13, 2023"
Photography App 628,PHOTOGRAPHY,4.204876999692843,62,52.0M,"100,000+",Free,0,Everyone,"August 10, 2024"
Health And Fitness App 284,HEALTH_AND_FITNESS,3.386375840687468,1410,66.9M,"1,000,000+",Free,0,Everyone,"April 02, 2023"
Education App 787,EDUCATION,4.690010937822633,1794,57.2M,"1,000,000+",Free,0,Everyone,"June 20, 2023"
Music And Audio App 12,MUSIC_AND_AUDIO,4.217232558067657,34,82.1M,"1,000+",Free,0,Everyone,"March 25, 2023"
Photography App 774,PHOTOGRAPHY,4.609851553412248,5890,1.0M,"50,000+",Free,0,Mature 17+,"November 05, 2024"
Game App 595,GAME,3.366217239574966,324,19.4M,"5,000,000+",Free,0,Everyone,"May 21, 2023"
Tools App 532,TOOLS,3.6898919547825244,1104,11.5M,"5,000+",Free,0,Everyone,"May 26, 2023"
Tools App 470,TOOLS,4.755705461221228,510,52.1M,"50,000,000+",Free,0,Everyone,"August 21, 2024"
Tools App 128,TOOLS,2.7324070538616096,6254,1.0M,"5,000,000+",Free,0,Mature 17+,"October 10, 2024"
Health And Fitness App 678,HEALTH_AND_FITNESS,3.9143345249793615,330,1.0M,"500,000+",Free,0,Everyone,"June 08, 2023"
Productivity App 58,PRODUCTIVITY,4.425833166563991,2005,15.9M,"5,000+",Free,0,Everyone,"June 04, 2024"
Tools App 34,TOOLS,4.085456561348522,11602,1.0M,"500,000+",Free,0,Everyone,"March 30, 2024"
Game App 238,GAME,4.602869085772003,99,82.6M,"5,000+",Free,0,Teen,"January 14, 2024"
Shopping App 848,SHOPPING,4.686583173636974,559,Varies with device,"1,000+",Free,0,Everyone,"October 16, 2023"
Finance App 283,FINANCE,4.179583305141277,513,48.4M,"1,000+",Free,0,Everyone,"December 16, 2023"
Communication App 587,COMMUNICATION,3.828015958367992,1881,70.1M,"5,000,000+",Free,0,Everyone 10+,"March 31, 2024"
Photography App 363,PHOTOGRAPHY,3.624070710143295,1175,67.7M,"50,000,000+",Free,0,Teen,"November 08, 2024"
Game App 244,GAME,4.1801527302029795,1711,43.0M,"1,000+",Free,0,Everyone,"November 20, 2023"
Communication App 604,COMMUNICATION,4.352427001998181,2229,1.0M,"100,000+",Paid,$6.51,Everyone,"October 06, 2023"
Music And Audio App 93,MUSIC_AND_AUDIO,3.5755022612593987,648,1.0M,"10,000+",Free,0,Teen,"September 14, 2024"
Productivity App 211,PRODUCTIVITY,4.573886661592659,3427,47.4M,"1,000+",Free,0,Teen,"December 02, 2023"
Finance App 338,FINANCE,3.3813104214172216,11,68.3M,"10,000+",Free,0,Everyone,"June 19, 2023"
Music And Audio App 302,MUSIC_AND_AUDIO,4.863895950860179,3509,22.8M,"1,000+",Free,0,Teen,"October 24, 2024"
Game App 86,GAME,4.4165411560555725,3852,1.0M,"100,000+",Free,0,Teen,"June 14, 2024"
Productivity App 191,PRODUCTIVITY,3.794639664825942,2796,78.7M,"50,000+",Free,0,Everyone,"February 11, 2023"
Game App 40,GAME,4.6067442452709075,472,Varies with device,"1,000,000+",Free,0,Teen,"September 09, 2024"
Health And Fitness App 501,HEALTH_AND_FITNESS,4.519964619479887,18585,31.9M,"1,000,000+",Free,0,Everyone,"February 11, 2023"
Education App 624,EDUCATION,3.6423688117125894,64,6.7M,"1,000+",Free,0,Teen,"December 27, 2023"
Tools App 508,TOOLS,3.4333999381506115,560,18.6M,"1,000,000+",Free,0,Teen,"December 29, 2023"
Productivity App 635,PRODUCTIVITY,3.3965826301759376,7435,71.8M,"10,000+",Free,0,Everyone 10+,"March 26, 2024"
Tools App 517,TOOLS,4.404851609084998,11,2.2M,"500,000+",Free,0,Everyone,"January 28, 2023"
Productivity App 105,PRODUCTIVITY,3.6629487125358393,312,Varies with device,"500,000+",Free,0,Everyone,"March 25, 2024"
Tools App 744,TOOLS,4.507583119005011,41,15.2M,"5,000+",Free,0,Everyone,"September 13, 2023"
Tools App 234,TOOLS,3.8025100571209025,107,49.9M,"5,000+",Free,0,Everyone 10+,"April 15, 2024"
Tools App 106,TOOLS,3.4481961870420648,6,48.5M,"500,000+",Free,0,Everyone,"June 21, 2024"
Game App 342,GAME,3.474163010979935,41,23.1M,"1,000+",Free,0,Everyone,"November 05, 2023"
Business App 254,BUSINESS,3.6101068073873317,71,4.0M,"10,000+",Free,0,Everyone,"May 23, 2024"
Shopping App 409,SHOPPING,,29405,52.8M,"50,000+",Free,0,Everyone,"February 20, 2024"
Photography App 423,PHOTOGRAPHY,4.4607792036387455,30173,32.7M,"5,000+",Free,0,Everyone,"July 08, 2023"
Communication App 209,COMMUNICATION,3.3287843851717414,36,9.0M,"500,000+",Free,0,Mature 17+,"March 09, 2024"
Productivity App 419,PRODUCTIVITY,3.326038638369453,1778,55.4M,"50,000,000+",Free,0,Everyone,"March 07, 2023"
Communication App 745,COMMUNICATION,3.7884360932951244,26711,50.8M,"50,000+",Free,0,Everyone,"August 08, 2024"
Communication App 83,COMMUNICATION,4.356367746326816,2066,49.8M,"1,000+",Free,0,Everyone,"March 11, 2023"
Game App 498,GAME,3.8395565007655232,700,33.8M,"500,000+",Free,0,Everyone,"August 08, 2024"
Photography App 846,PHOTOGRAPHY,4.005180007165784,18108,11.3M,"1,000,000+",Free,0,Teen,"November 02, 2024"
Game App 584,GAME,3.421000228507914,35,31.5M,"100,000+",Free,0,Teen,"March 08, 2023"
Productivity App 719,PRODUCTIVITY,4.468617770016982,1673,49.5M,"1,000+",Paid,$28.13,Everyone,"May 16, 2024"
Business App 88,BUSINESS,3.9767285695559638,8208,27.8M,"5,000+",Free,0,Everyone,"February 15, 2023"
Music And Audio App 65,MUSIC_AND_AUDIO,4.519190664143849,118,34.1M,"10,000,000+",Paid,$7.5,Everyone,"February 06, 2023"
Education App 271,EDUCATION,4.469150413252054,1644,1.0M,"1,000,000+",Free,0,Everyone,"November 21, 2024"
Business App 606,BUSINESS,5.0,913,27.2M,"100,000+",Free,0,Everyone,"November 29, 2023"
Game App 275,GAME,3.623934724612046,186,33.3M,"100,000+",Free,0,Teen,"May 13, 2024"
Tools App 802,TOOLS,4.644293481865822,10,31.1M,"10,000+",Free,0,Teen,"November 27, 2023"
Education App 730,EDUCATION,3.7714680426869815,147,1.0M,"10,000+",Free,0,Everyone 10+,"January 11, 2024"
Photography App 822,PHOTOGRAPHY,5.0,51,93.5M,"500,000+",Free,0,Teen,"May 05, 2024"
Music And Audio App 154,MUSIC_AND_AUDIO,4.2160307252526685,27,37.8M,"1,000+",Free,0,Teen,"June 13, 2023"
Game App 614,GAME,4.429761348508861,658,38.1M,"10,000+",Free,0,Everyone,"July 21, 2023"
Productivity App 866,PRODUCTIVITY,3.777519128011773,16,39.2M,"100,000+",Free,0,Everyone 10+,"August 01, 2024"
Music And Audio App 411,MUSIC_AND_AUDIO,4.088202380977437,534,21.3M,"50,000+",Free,0,Teen,"July 15, 2023"
Shopping App 518,SHOPPING,3.1766638221810988,113,56.4M,"50,000,000+",Free,0,Everyone 10+,"April 13, 2024"
Game App 45,GAME,3.548040711356247,930,54.6M,"5,000+",Free,0,Mature 17+,"July 20, 2023"
Business App 626,BUSINESS,5.0,31,62.9M,"5,000,000+",Free,0,Everyone,"December 16, 2023"
Communication App 391,COMMUNICATION,4.363699421710519,17232,Varies with device,"1,000+",Free,0,Teen,"January 22, 2023"
Tools App 221,TOOLS,4.550337629015364,14964,7.7M,"500,000+",Free,0,Everyone,"January 18, 2024"
Communication App 141,COMMUNICATION,4.438661767300279,1612,15.7M,"1,000+",Free,0,Everyone,"February 06, 2024"
Communication App 350,COMMUNICATION,,283,26.3M,"100,000,000+",Free,0,Everyone,"July 03, 2024"
Communication App 358,COMMUNICATION,3.4501863334617218,465,6.6M,"500,000+",Free,0,Everyone,"February 23, 2024"
Social App 134,SOCIAL,4.446399589037684,23,84.0M,"100,000+",Free,0,Teen,"June 13, 2024"
Productivity App 262,PRODUCTIVITY,3.797670721626199,948,60.0M,"10,000+",Free,0,Everyone,"October 29, 2024"
Education App 279,EDUCATION,3.922374819411062,602,13.3M,"1,000,000+",Free,0,Everyone 10+,"October 30, 2024"
Business App 80,BUSINESS,3.463841097545076,198,34.9M,"1,000,000+",Free,0,Teen,"December 04, 2023"
Social App 896,SOCIAL,4.487365789923367,8,47.3M,"5,000+",Free,0,Everyone 10+,"January 11, 2023"
