TransactionID,Amount,Hour,Distance_from_home_km,Distance_from_last_transaction_km,Ratio_to_median_purchase_price,Used_chip,Used_pin,Online_order,Class
TXN103482,9.73,12,19.74,3.57,1.123,0,1,1,0
TXN107031,42.8,15,21.97,5.66,1.239,1,1,0,0
TXN102053,99.54,15,24.15,5.43,1.719,1,0,0,0
TXN113938,38.36,6,7.85,4.44,1.35,0,0,1,0
TXN106072,18.67,20,15.6,5.96,1.419,1,1,0,0
TXN103921,10.85,22,6.23,1.45,1.763,1,1,0,0
TXN108033,16.06,17,5.17,6.44,1.261,1,0,0,0
TXN102170,57.72,20,10.48,5.73,2.59,1,0,0,0
TXN100386,8.35,7,17.45,9.27,0.037,0,0,0,0
TXN112587,76.97,12,9.23,7.06,2.3,1,0,0,0
TXN110533,40.75,16,4.87,5.87,1.76,1,1,0,0
TXN109807,27.57,9,24.0,1.39,2.453,1,0,1,0
TXN113177,52.58,15,4.7,0.21,1.042,0,1,0,0
TXN108204,31.06,9,22.27,1.6,2.17,1,1,1,0
TXN109629,46.85,10,0.7,9.62,1.488,1,0,1,0
TXN112699,39.38,18,1.13,20.32,0.904,0,0,0,0
TXN114992,30.17,23,69.75,18.64,1.603,0,0,1,1
TXN113371,53.1,9,9.96,13.04,1.873,1,1,0,0
TXN113065,59.83,21,7.37,0.62,1.846,1,0,0,0
TXN101904,28.45,11,6.27,6.63,1.453,1,1,0,0
TXN110178,201.15,16,22.08,9.13,1.018,0,1,1,0
TXN108323,27.12,7,9.51,0.28,1.577,0,1,1,0
TXN114971,59.75,3,55.66,25.42,3.725,1,1,0,1
TXN101714,56.2,10,22.26,12.88,1.863,1,0,1,0
TXN109959,24.54,10,3.84,12.1,1.217,1,1,0,0
TXN102687,66.93,17,6.61,0.73,0.072,1,1,0,0
TXN102733,12.99,8,19.0,3.06,0.145,1,1,1,0
TXN111085,35.93,17,17.31,0.15,1.865,1,1,1,0
TXN107108,17.83,22,3.18,8.23,1.416,1,0,0,0
TXN103034,68.02,4,8.64,1.55,2.007,1,1,0,0
TXN109716,6.76,22,2.86,1.09,0.812,0,1,0,0
TXN101365,11.13,9,0.8,9.66,1.531,1,1,0,0
TXN103474,97.16,8,14.43,3.21,1.837,1,1,0,0
TXN109530,46.19,12,5.44,0.44,1.708,1,0,1,0
TXN111744,16.15,12,3.33,10.38,1.515,1,1,1,0
TXN109175,9.76,18,4.63,12.36,1.133,0,0,1,0
TXN102821,15.17,7,0.97,7.15,1.195,1,1,0,0
TXN104053,11.33,13,15.93,0.1,1.582,1,1,0,0
TXN113990,91.99,6,9.19,0.65,0.826,1,1,1,0
TXN105441,17.32,12,7.63,10.27,0.163,0,1,1,0
TXN103532,2.28,15,15.54,5.39,1.271,0,0,0,0
TXN114462,360.66,10,0.54,12.13,1.305,1,0,0,0
TXN105410,403.89,13,4.65,1.47,1.252,1,1,0,0
TXN102638,72.37,11,9.33,12.61,0.875,1,1,0,0
TXN105195,9.69,17,18.29,1.22,0.768,1,0,1,0
TXN114770,105.33,5,0.59,40.51,3.159,0,0,0,1
TXN114109,66.88,12,12.33,13.28,0.734,0,1,1,0
TXN105693,17.74,7,1.78,1.38,2.444,1,0,0,0
TXN103832,50.87,17,16.3,7.12,0.746,1,0,0,0
TXN110583,26.26,5,16.81,0.07,1.19,1,0,1,0
TXN109730,98.17,17,0.54,6.62,1.499,0,1,0,0
TXN111007,7.22,17,16.07,6.42,1.212,1,1,0,0
TXN109701,6.21,16,4.26,7.73,0.839,1,0,1,0
TXN102658,60.52,15,28.47,20.08,0.881,0,1,0,0
TXN101679,35.69,20,0.82,1.68,0.836,0,1,1,0
TXN114316,151.69,11,1.4,1.74,0.224,0,1,0,0
TXN110915,41.17,12,12.28,0.86,0.876,1,0,0,0
TXN108300,84.44,9,15.35,0.6,1.554,0,0,1,0
TXN105842,26.05,14,10.95,9.05,1.017,1,1,1,0
TXN111810,116.63,11,0.06,9.32,1.769,1,1,1,0
TXN113368,94.46,6,15.74,1.22,1.517,0,1,0,0
TXN107972,8.26,22,3.05,0.44,1.528,1,1,0,0
TXN111547,60.0,15,26.59,4.33,1.404,1,0,1,0
TXN112189,9.06,7,22.2,5.58,1.103,1,1,1,0
TXN113248,90.9,7,9.19,2.05,1.598,0,1,0,0
TXN108118,55.73,14,0.48,7.88,1.294,0,1,0,0
TXN111275,41.27,1,6.85,8.29,1.769,1,1,0,0
TXN109998,50.7,7,20.95,3.65,0.372,0,1,0,0
TXN101477,52.64,23,0.38,1.43,1.679,1,0,0,0
TXN112412,35.9,11,12.14,5.57,1.631,1,1,1,0
TXN110993,11.21,10,1.72,6.64,1.183,0,1,0,0
TXN105184,104.8,5,5.84,3.32,1.283,1,1,0,0
TXN102751,6.57,17,13.75,2.33,1.131,1,0,0,0
TXN105663,7.8,16,10.7,8.16,0.607,1,0,1,0
TXN108790,108.58,23,13.6,6.21,1.487,1,0,0,0
TXN112752,124.28,11,16.6,8.38,1.579,1,0,1,0
TXN100188,57.74,12,14.86,4.33,1.484,1,1,0,0
TXN111645,26.15,9,17.31,2.94,1.209,1,0,0,0
TXN103774,47.21,11,11.87,5.16,1.568,0,1,1,0
TXN113755,16.3,19,12.57,0.45,1.332,0,1,0,0
TXN103013,9.75,15,16.12,10.32,0.474,1,0,1,0
TXN110507,70.54,19,17.99,0.88,0.231,1,1,0,0
TXN113698,72.07,11,7.36,1.54,0.258,1,0,0,0
TXN108908,5.97,18,13.36,6.05,0.063,1,1,0,0
TXN111700,32.41,10,1.55,1.41,1.932,1,1,0,0
TXN100181,8.42,18,2.54,5.5,0.332,1,1,1,0
TXN105585,23.64,3,17.08,3.76,0.967,1,1,0,0
TXN108746,16.38,16,15.41,6.79,1.043,0,1,0,0
TXN109309,7.54,8,1.9,3.93,1.205,1,0,1,0
TXN112463,44.03,11,7.01,5.35,1.121,1,0,1,0
TXN107094,62.54,9,16.05,7.2,0.055,1,1,0,0
TXN108646,75.23,18,17.33,7.64,2.681,1,1,0,0
TXN101470,9.79,11,12.12,3.33,1.086,1,0,1,0
TXN105291,41.62,15,8.11,5.29,0.324,1,0,1,0
TXN102974,209.04,15,12.87,7.79,1.076,1,0,0,0
TXN113236,145.64,15,7.42,6.48,1.804,1,1,0,0
TXN112129,72.32,18,3.39,2.89,0.97,1,1,0,0
TXN100200,53.01,4,4.18,14.67,0.187,0,1,0,0
TXN110456,12.93,9,18.1,12.07,0.923,0,1,0,0
TXN106958,51.18,14,4.5,3.97,0.501,1,0,0,0
TXN114030,8.13,0,13.18,3.64,1.191,1,1,1,0
TXN114420,22.95,1,21.33,3.46,0.117,1,0,0,0
TXN111969,77.35,20,12.14,0.71,0.605,1,1,1,0
TXN106676,10.67,20,7.83,6.63,0.258,0,0,0,0
TXN106116,15.67,11,1.84,0.75,1.535,1,0,1,0
TXN100481,40.92,11,2.19,13.44,1.568,0,0,1,0
TXN107658,152.05,12,7.36,1.12,1.072,0,1,1,0
TXN109030,27.7,4,18.24,3.42,0.703,1,1,1,0
TXN105011,23.26,18,7.79,4.9,1.119,1,1,0,0
TXN108312,40.38,19,10.23,1.16,0.697,1,0,1,0
TXN107323,8.82,11,11.89,13.24,1.476,1,1,0,0
TXN104093,42.92,19,3.21,15.57,1.714,1,1,1,0
TXN105085,15.21,12,4.87,12.09,1.316,1,1,1,0
TXN108791,31.41,10,1.66,15.84,0.225,1,0,0,0
TXN103313,50.25,23,8.08,2.71,0.941,0,0,0,0
TXN100170,11.71,6,6.12,0.45,0.585,1,1,0,0
TXN109184,44.18,3,12.25,19.36,0.943,1,1,0,0
TXN106872,60.61,10,5.78,3.19,2.03,0,0,0,0
TXN110712,86.2,7,20.5,19.39,1.313,0,1,0,0
TXN109191,24.99,13,22.55,0.02,1.514,1,1,0,0
TXN107925,13.21,13,4.3,0.15,1.088,1,1,0,0
TXN104825,7.76,10,17.43,8.5,1.797,1,1,1,0
TXN105245,13.03,12,0.3,15.03,1.123,0,1,0,0
TXN113908,40.8,9,4.99,2.11,1.041,1,1,0,0
TXN104948,58.56,22,20.27,3.79,1.268,0,0,0,0
TXN114719,26.41,12,13.52,7.68,2.553,0,1,1,1
TXN103224,25.37,4,28.16,14.6,1.825,1,0,1,0
TXN103855,48.22,14,0.64,14.3,1.548,1,0,0,0
TXN104888,197.57,10,14.12,9.85,0.615,0,1,0,0
TXN109759,98.93,5,22.39,1.5,1.129,1,1,0,0
TXN108842,140.44,12,1.36,13.07,1.138,1,1,0,0
TXN108541,205.79,5,12.19,5.14,1.385,0,1,1,0
TXN110535,26.69,7,18.17,7.52,0.859,1,1,0,0
TXN106055,49.65,15,12.06,0.01,1.84,1,1,0,0
TXN113538,20.15,20,13.9,10.22,1.879,0,0,0,0
TXN111931,23.05,6,8.6,7.41,1.069,1,0,1,0
TXN111971,27.62,19,0.95,4.53,1.217,0,1,0,0
TXN104781,17.46,14,14.81,8.04,1.603,1,1,0,0
TXN109990,100.98,17,17.83,20.31,1.199,0,1,1,0
TXN109508,43.89,21,0.89,2.58,1.543,0,0,0,0
TXN105169,42.77,10,13.3,4.04,0.978,1,1,0,0
TXN110244,147.4,0,5.61,11.98,0.86,0,1,1,0
TXN103550,91.29,20,20.55,2.47,1.791,0,0,0,0
TXN110716,3.29,15,4.63,9.61,0.763,1,1,1,0
TXN104803,43.78,16,0.06,2.41,1.965,1,1,1,0
TXN108734,95.49,0,7.82,7.44,0.576,1,1,0,0
TXN102800,21.95,15,9.78,0.53,0.437,1,1,0,0
TXN109839,103.38,12,1.78,4.97,1.651,1,0,1,0
TXN103351,14.64,7,6.63,0.54,0.555,1,0,0,0
TXN102333,9.95,9,12.66,3.73,1.277,0,1,1,0
TXN103864,62.18,6,11.61,25.02,0.976,0,0,0,0
TXN114239,85.31,6,1.09,7.99,0.515,1,1,1,0
TXN111866,29.09,6,27.48,9.67,1.543,1,1,0,0
TXN106493,50.79,12,11.93,3.24,0.485,1,0,0,0
TXN105486,35.01,17,19.8,6.34,2.415,1,1,1,0
TXN102044,179.22,12,0.75,1.72,0.528,0,1,1,0
TXN104729,48.53,16,1.85,1.44,0.854,1,1,0,0
TXN113010,211.26,14,1.77,8.31,0.883,1,1,0,0
TXN100671,84.21,21,1.63,1.27,1.12,0,1,0,0
TXN108832,23.1,16,15.22,7.41,0.077,1,0,0,0
TXN108801,20.81,1,2.36,11.5,0.48,1,1,0,0
TXN100434,138.76,8,10.98,3.28,1.218,0,0,0,0
TXN106715,14.52,11,20.35,5.0,2.228,1,1,1,0
TXN113299,30.88,19,8.12,4.94,1.855,1,1,1,0
TXN106376,102.42,17,3.21,1.49,1.122,1,1,0,0
TXN103201,34.98,14,7.08,16.33,0.861,1,1,0,0
TXN106037,81.57,11,6.4,16.93,1.35,1,1,1,0
TXN108963,10.6,8,3.87,1.1,0.405,1,0,1,0
TXN111599,91.02,2,21.16,14.81,1.022,1,1,1,0
TXN101662,68.25,20,1.84,0.25,0.913,1,1,1,0
TXN103255,212.16,16,12.11,17.79,0.225,1,0,0,0
TXN114471,122.09,18,6.77,2.24,1.525,1,0,0,0
TXN104613,55.76,14,3.96,2.13,2.015,1,1,1,0
TXN112389,14.41,14,9.47,13.81,0.358,1,1,0,0
TXN102599,6.83,18,1.29,10.02,1.11,0,0,0,0
TXN111531,80.7,14,16.89,13.22,0.356,0,1,0,0
TXN101301,17.92,16,0.44,4.36,1.775,1,0,0,0
TXN106256,7.93,15,0.89,7.65,1.467,1,0,0,0
TXN100936,52.43,12,3.64,4.18,0.042,1,1,0,0
TXN109165,65.72,20,4.96,9.29,1.32,0,1,0,0
TXN103638,60.74,22,4.73,6.66,0.356,1,1,0,0
TXN114238,152.0,15,10.26,26.98,0.075,1,1,1,0
TXN108876,5.79,4,8.52,4.44,0.74,1,1,0,0
TXN114118,76.27,8,11.69,0.76,0.777,1,1,0,0
TXN107666,34.37,5,3.61,7.18,1.488,1,0,0,0
TXN106383,34.75,6,0.52,7.24,0.275,1,1,1,0
TXN113930,7.71,6,17.48,3.93,0.815,0,1,0,0
TXN113888,85.21,11,7.5,7.29,0.711,1,1,0,0
TXN103546,66.59,2,13.51,2.65,1.409,1,1,0,0
TXN107313,41.78,18,5.81,1.79,0.927,0,1,1,0
TXN112934,13.44,15,5.13,12.0,0.504,1,1,0,0
TXN100430,215.78,23,15.98,4.84,0.722,1,0,0,0
TXN109409,19.22,13,9.68,10.06,1.383,1,1,1,0
TXN110110,31.1,17,16.53,6.65,1.5,1,1,0,0
TXN103400,19.1,12,11.77,18.07,0.54,1,0,0,0
TXN100186,16.08,9,14.31,1.79,0.517,0,1,1,0
TXN112177,68.75,0,3.91,16.53,2.296,1,1,1,0
TXN105653,416.68,17,0.96,1.41,1.164,1,1,1,0
TXN108181,38.4,15,5.41,1.64,0.901,1,0,0,0
TXN101335,11.92,17,7.99,5.97,0.52,1,0,0,0
TXN104981,123.65,14,8.71,3.42,2.185,1,0,1,0
TXN105682,173.73,23,20.64,17.34,0.996,1,1,1,0
TXN106843,5.22,11,15.91,1.22,1.211,1,0,0,0
TXN112695,17.19,13,0.53,1.55,1.065,0,1,1,0
TXN102738,61.35,12,4.92,9.89,2.029,1,1,0,0
TXN100795,21.12,5,6.94,11.3,2.248,0,0,1,0
TXN113732,13.79,19,6.39,4.09,0.703,1,1,1,0
TXN105710,143.34,17,3.25,11.3,0.795,1,0,0,0
TXN100874,6.96,13,9.39,9.37,0.88,1,0,0,0
TXN109669,16.9,11,1.42,0.46,1.386,1,1,1,0
TXN108910,39.03,15,17.37,11.23,1.201,0,1,0,0
TXN101226,9.14,2,3.93,3.99,1.002,0,1,1,0
TXN105207,31.42,15,13.18,5.26,0.391,1,0,1,0
TXN101528,23.22,18,26.19,7.57,1.332,0,1,0,0
TXN114701,282.39,0,56.66,4.36,3.229,0,0,0,1
TXN114756,83.93,12,35.6,5.35,3.552,1,0,0,1
TXN113435,23.05,23,2.97,0.78,1.483,1,0,0,0
TXN101201,60.95,10,21.16,3.41,1.471,1,1,1,0
TXN105201,46.46,5,6.72,0.93,1.263,1,0,0,0
TXN109051,46.9,7,3.46,0.26,0.857,0,1,1,0
TXN100789,205.5,16,15.66,10.11,0.62,0,1,0,0
TXN105113,48.1,19,13.84,0.15,0.498,1,1,1,0
TXN114344,24.25,19,6.3,3.42,2.058,0,0,0,0
TXN106696,7.6,16,14.92,1.26,1.116,1,1,1,0
TXN109844,24.24,6,0.86,4.01,1.22,1,0,1,0
TXN100913,48.76,11,2.95,6.73,2.047,1,0,1,0
TXN103458,15.62,21,1.0,3.56,0.707,1,1,0,0
TXN112150,72.84,14,11.71,3.68,0.983,1,1,0,0
TXN111047,42.28,7,0.85,3.1,0.941,1,0,0,0
TXN100780,46.8,14,24.43,6.36,0.74,1,0,1,0
TXN104469,22.18,22,11.95,6.08,0.167,1,1,0,0
TXN112078,31.09,19,14.99,12.67,0.022,1,1,1,0
TXN104444,88.33,16,3.81,5.29,1.664,1,1,0,0
TXN113919,31.27,6,0.28,7.98,0.953,1,0,0,0
TXN111852,6.43,13,3.38,3.74,1.925,1,1,0,0
TXN113612,15.94,18,8.99,4.31,1.127,1,0,1,0
TXN103030,68.94,5,11.83,3.2,0.483,1,0,0,0
TXN113003,65.33,15,13.83,8.0,1.806,0,0,1,0
TXN111965,9.22,11,0.3,1.76,1.067,1,1,0,0
TXN101234,180.89,13,0.08,6.82,1.16,1,1,0,0
TXN110762,34.29,19,16.05,7.39,0.875,1,1,1,0
TXN102982,8.29,15,7.21,6.24,1.997,1,0,0,0
TXN111914,65.55,6,8.87,12.14,1.349,0,1,1,0
TXN111591,24.54,9,5.23,5.37,0.431,1,1,0,0
TXN100104,3.87,13,3.0,4.7,1.119,1,0,0,0
TXN109077,45.68,20,26.71,6.22,2.164,0,1,0,0
TXN109474,35.56,13,10.71,2.56,0.732,1,0,0,0
TXN100729,38.14,23,6.83,13.95,1.554,1,1,1,0
TXN107760,35.56,11,3.09,6.77,0.091,0,1,0,0
TXN102859,76.17,8,2.48,7.98,1.169,0,1,1,0
TXN100261,126.0,8,14.71,7.16,0.902,0,0,0,0
TXN113450,119.16,0,11.1,1.79,1.108,0,1,1,0
TXN100379,138.22,22,27.58,15.48,0.898,0,1,0,0
TXN102257,22.62,13,10.94,15.42,0.83,1,1,0,0
TXN105556,39.54,23,6.65,0.63,0.303,1,1,0,0
TXN113280,89.0,10,4.79,3.15,0.582,1,0,0,0
TXN102366,38.37,0,6.63,2.04,1.063,0,1,1,0
TXN107032,105.2,18,0.91,10.88,0.914,0,0,0,0
TXN105526,26.56,6,4.44,3.83,1.099,1,1,0,0
TXN106209,6.62,7,3.81,1.24,1.25,1,1,0,0
TXN110681,101.94,20,10.54,5.14,1.753,1,1,1,0
TXN105969,55.05,13,20.46,17.77,0.436,1,1,0,0
TXN105170,34.78,14,2.21,14.9,1.996,1,1,0,0
TXN113596,75.85,17,3.63,9.94,1.316,0,0,1,0
TXN108844,21.67,10,22.78,2.27,0.323,1,1,0,0
TXN109870,46.61,9,7.82,5.95,1.384,0,1,0,0
TXN109038,72.66,17,18.45,3.62,1.166,0,1,0,0
TXN100987,22.39,13,14.12,4.96,1.354,1,1,1,0
TXN102646,7.3,18,10.3,10.42,2.257,1,1,1,0
TXN105103,27.27,3,1.25,3.21,0.578,1,1,0,0
TXN101147,19.7,20,13.75,16.19,1.702,1,1,1,0
TXN107748,29.94,9,7.8,3.85,1.016,1,1,0,0
TXN114932,115.64,9,1.7,31.33,0.94,1,0,1,1
TXN112705,8.21,19,14.94,10.04,1.096,0,0,0,0
TXN102092,36.66,0,17.68,8.57,1.199,0,0,0,0
TXN100532,101.74,12,13.32,3.32,1.396,1,1,1,0
TXN112693,23.8,20,14.42,11.08,0.599,1,0,1,0
TXN113369,100.4,21,3.47,10.1,0.561,0,1,0,0
TXN105543,20.67,7,1.77,4.37,1.15,1,0,1,0
TXN114357,15.53,15,0.05,2.17,0.475,0,1,1,0
TXN106412,96.94,13,6.58,12.68,0.114,1,1,0,0
TXN112621,227.27,19,2.56,7.45,0.591,0,0,0,0
TXN112240,206.24,3,9.55,2.4,0.837,0,0,1,0
TXN103682,68.77,4,2.77,8.01,1.035,1,1,0,0
TXN111436,77.95,20,8.4,9.34,0.056,1,1,0,0
TXN104357,56.01,18,1.64,1.63,0.837,1,0,1,0
TXN100371,4.81,15,0.46,3.94,1.094,1,1,1,0
TXN114792,686.96,0,63.52,18.04,3.251,0,0,1,1
TXN112978,33.04,18,0.59,6.31,0.84,1,1,0,0
TXN100267,15.91,11,10.86,0.09,0.684,0,1,0,0
TXN107588,54.8,10,18.38,25.07,1.814,1,0,1,0
TXN110158,39.42,23,7.11,7.68,0.914,1,0,1,0
TXN101787,122.82,13,4.13,10.48,0.357,1,0,1,0
TXN111405,12.99,6,16.07,5.87,1.57,1,0,1,0
TXN114553,10.01,15,10.61,12.46,1.756,0,1,0,0
TXN100994,41.37,18,22.44,2.72,0.698,0,1,1,0
TXN107233,9.61,14,1.86,6.54,1.579,1,1,0,0
TXN101682,17.83,11,12.63,3.43,1.599,0,0,0,0
TXN111803,10.25,17,1.78,4.76,0.917,1,0,0,0
TXN108644,27.94,17,14.48,3.35,1.038,0,1,0,0
TXN101599,14.09,12,3.93,12.77,0.331,0,1,1,0
TXN112032,8.46,14,4.53,6.69,1.521,0,0,1,0
TXN106233,98.9,15,0.27,15.81,1.384,1,0,1,0
TXN100748,41.72,20,6.42,6.34,0.607,1,0,1,0
TXN101832,188.08,6,9.09,0.57,0.975,1,1,0,0
TXN112698,60.31,13,0.76,5.29,1.545,1,1,0,0
TXN111711,11.06,12,13.09,0.71,1.651,1,1,1,0
TXN100030,95.94,15,0.62,1.7,1.435,0,0,0,0
TXN103205,86.27,14,4.44,3.66,2.384,0,0,1,0
TXN106534,49.9,13,19.16,3.38,0.902,1,1,1,0
TXN110082,12.64,4,2.48,8.61,1.38,1,1,0,0
TXN100687,15.16,4,14.86,10.38,1.698,1,1,1,0
TXN104279,14.24,16,11.13,0.94,0.57,0,1,1,0
TXN110129,37.98,10,7.46,7.56,1.307,1,0,0,0
TXN108534,15.68,13,15.6,4.66,1.123,1,0,0,0
TXN110567,20.83,7,4.3,3.41,2.513,1,1,0,0
TXN102370,69.8,15,9.96,0.77,1.496,1,0,0,0
TXN113795,74.34,15,14.39,2.59,1.126,0,1,0,0
TXN110431,3.31,20,21.45,17.51,0.929,0,1,0,0
TXN105872,110.09,8,8.94,6.04,0.887,1,1,0,0
TXN111997,22.41,20,3.81,0.09,0.485,1,1,0,0
TXN106020,124.89,13,11.51,0.14,1.531,1,0,0,0
TXN105290,37.69,10,10.59,1.25,1.162,1,1,1,0
TXN104609,98.78,19,3.87,22.63,1.046,1,0,0,0
TXN113815,33.27,5,1.88,20.93,1.244,1,1,1,0
TXN109646,14.78,23,21.19,4.39,1.859,0,1,0,0
TXN105303,29.06,5,9.07,2.44,1.254,1,0,0,0
TXN103203,79.34,11,18.28,8.39,0.563,0,1,0,0
TXN105133,28.4,2,8.97,16.41,1.019,1,0,0,0
TXN113020,34.18,6,17.5,4.89,0.773,1,1,1,0
TXN108098,9.69,4,29.04,4.48,1.467,1,1,1,0
TXN105143,25.44,10,3.41,14.61,1.542,0,1,0,0
TXN102505,11.17,18,18.04,5.94,0.777,0,1,1,0
TXN109102,41.23,14,15.65,2.49,1.196,0,1,0,0
TXN109745,31.6,4,10.92,2.97,0.761,0,1,0,0
TXN106948,23.93,15,7.97,3.28,0.603,1,1,0,0
TXN101556,1.03,11,6.06,2.84,1.459,1,1,0,0
TXN112968,37.85,19,5.9,6.74,1.407,0,1,0,0
TXN103731,139.83,21,18.3,6.39,0.624,1,1,0,0
TXN101931,22.34,11,9.1,0.7,0.66,0,0,0,0
TXN114457,22.02,19,10.16,8.61,1.206,0,1,1,0
TXN108932,28.35,20,7.08,1.37,1.117,1,1,1,0
TXN102752,53.64,8,22.05,2.51,1.321,1,1,1,0
TXN103837,7.82,4,19.18,6.27,1.996,1,1,0,0
TXN113347,14.01,16,0.01,2.92,0.693,1,1,0,0
TXN107708,40.4,20,1.32,11.41,0.891,1,1,1,0
TXN112484,54.64,23,2.9,3.11,0.627,1,0,0,0
TXN110587,50.18,12,19.24,4.49,1.24,0,0,0,0
TXN111100,81.56,20,23.06,14.74,1.272,1,1,1,0
TXN113606,31.65,6,11.37,2.03,1.436,1,1,0,0
TXN104292,7.42,18,0.42,12.89,0.5,0,1,1,0
TXN104593,22.67,9,9.17,3.38,0.776,1,1,0,0
TXN105807,9.4,18,0.92,7.25,1.951,0,0,0,0
TXN109871,53.87,19,7.95,7.9,1.627,0,0,0,0
TXN100876,9.56,21,4.45,14.12,2.225,1,1,0,0
TXN102728,30.99,21,4.96,4.91,0.076,1,1,0,0
TXN100862,19.06,12,7.1,12.21,1.027,1,1,1,0
TXN101620,18.08,20,0.62,3.99,0.898,1,1,0,0
TXN102468,178.35,16,6.06,1.95,1.347,0,1,1,0
TXN106890,12.98,3,11.31,4.14,0.598,1,1,1,0
TXN100563,106.08,11,6.93,16.2,1.083,0,1,0,0
TXN104661,9.76,8,10.55,6.92,1.946,1,1,0,0
TXN104645,35.15,15,3.21,1.28,0.062,1,0,1,0
TXN104608,43.12,9,7.77,3.97,0.765,1,0,0,0
TXN108473,114.1,10,1.55,10.83,0.891,1,1,0,0
TXN104426,86.05,11,10.52,6.44,0.842,0,0,0,0
TXN100593,28.96,9,14.8,4.02,0.991,1,0,0,0
TXN108638,129.86,20,10.43,8.02,1.346,1,1,0,0
TXN109496,21.41,21,8.58,0.48,1.589,0,1,0,0
TXN105892,68.53,8,14.32,2.55,1.483,1,1,0,0
TXN101027,17.56,15,6.95,11.63,0.57,1,1,0,0
TXN102573,112.49,15,1.04,16.76,1.998,1,1,1,0
TXN106491,27.46,8,17.18,7.3,0.738,1,1,1,0
TXN112800,26.17,20,1.01,4.16,2.04,1,0,1,0
TXN113246,21.47,10,0.36,16.25,1.288,0,0,0,0
TXN111904,6.15,21,7.82,0.77,0.925,1,0,0,0
TXN106335,52.28,1,21.62,2.31,1.158,0,1,0,0
TXN114080,6.12,11,9.46,4.61,1.541,1,0,0,0
TXN105016,34.17,9,13.0,14.48,2.665,1,1,1,0
TXN103847,42.58,6,16.54,8.84,0.565,1,1,1,0
TXN105958,59.68,11,2.29,9.06,2.032,1,1,0,0
TXN110593,35.04,12,6.83,6.97,1.24,1,1,0,0
TXN112559,33.01,13,9.93,16.16,0.457,0,1,1,0
TXN104415,26.41,16,3.1,5.63,0.607,1,1,0,0
TXN102651,37.25,10,5.15,21.31,0.463,1,0,0,0
TXN110386,59.72,3,0.63,10.51,0.961,1,1,0,0
TXN104850,129.32,14,12.59,4.22,1.083,0,0,1,0
TXN113807,65.8,12,6.48,0.75,1.121,1,1,0,0
TXN111541,23.66,14,11.1,3.06,2.894,1,0,0,0
TXN114084,94.66,18,14.75,13.23,2.09,1,1,0,0
TXN104924,30.1,6,0.02,6.6,1.266,1,0,0,0
TXN104329,6.07,10,5.47,1.25,0.843,0,1,1,0
TXN100856,670.98,0,10.31,6.04,1.011,1,1,0,0
TXN109149,41.32,10,8.98,7.91,1.105,1,0,0,0
TXN108202,10.22,2,25.94,5.56,1.918,1,0,1,0
TXN104044,31.14,12,20.55,4.62,0.942,1,0,1,0
TXN112435,72.72,3,10.81,4.47,0.483,1,1,1,0
TXN107723,19.41,12,5.47,5.97,0.427,1,1,0,0
TXN107481,35.13,18,23.31,9.86,1.278,1,1,0,0
TXN112374,27.37,5,7.09,1.34,1.388,1,0,0,0
TXN111900,99.41,6,19.16,7.2,1.751,1,0,1,0
TXN109514,17.08,11,2.93,5.02,0.527,1,1,0,0
TXN101888,21.72,10,4.96,4.75,1.646,1,0,1,0
TXN100478,25.39,6,12.21,7.27,1.03,1,1,0,0
TXN107128,9.9,9,0.79,1.16,1.293,0,0,0,0
TXN104897,183.13,9,2.78,5.69,2.098,0,1,1,0
TXN102685,48.62,12,2.19,5.45,0.24,1,1,0,0
TXN107017,106.39,14,4.62,4.37,2.528,1,1,1,0
TXN112334,49.04,10,8.62,9.53,0.723,1,1,1,0
TXN105362,8.56,16,4.75,1.59,0.242,0,0,1,0
TXN111222,37.52,10,19.43,6.76,0.706,1,1,0,0
TXN112205,42.9,17,3.91,8.99,0.353,1,1,0,0
TXN101881,63.83,15,15.94,6.01,0.999,1,1,0,0
TXN100467,43.69,6,8.38,2.39,0.979,0,0,1,0
TXN111064,18.86,11,2.42,11.16,1.246,0,1,1,0
TXN104990,53.08,11,15.2,2.13,0.622,1,1,1,0
TXN110613,274.17,13,11.66,8.06,1.48,0,0,0,0
TXN110228,24.02,3,15.0,3.32,1.554,0,1,1,0
TXN109946,30.24,21,0.19,7.76,2.356,1,1,0,0
TXN104811,79.03,18,15.19,6.66,1.17,1,1,0,0
TXN101746,18.55,3,2.15,4.29,1.353,1,0,0,0
TXN113413,80.07,14,13.84,17.98,0.942,1,1,0,0
TXN114882,34.73,7,21.01,23.3,2.314,0,0,1,1
TXN113636,10.09,8,7.78,2.09,0.73,1,1,0,0
TXN102925,19.25,15,5.01,1.61,0.871,1,1,0,0
TXN107413,3.1,7,4.36,8.84,1.001,0,0,0,0
TXN111335,22.65,1,21.89,7.44,0.813,1,1,1,0
TXN107239,113.88,16,15.5,8.52,0.869,0,1,0,0
TXN108169,28.12,14,0.08,13.32,2.076,1,0,0,0
TXN110156,25.25,15,11.88,4.6,1.331,1,1,1,0
TXN114552,20.88,8,9.43,9.51,1.113,0,1,0,0
TXN100235,62.88,16,17.43,2.43,0.049,1,1,0,0
TXN113791,15.24,3,1.16,6.17,1.782,1,1,0,0
TXN105667,10.52,6,32.72,3.5,1.384,0,1,1,0
TXN111027,90.2,8,12.28,2.99,1.144,0,1,0,0
